Image_ID,Penultimate_Output,GT_Value
02091__00098.jpg,"[array([[1.4358318 , 2.3503838 , 0.        , 0.93026495]], dtype=float32)]","[array([[ 2.060475, -8.158518]], dtype=float32)]"
02091__00206.jpg,"[array([[0.63402194, 2.8187444 , 0.        , 1.0248455 ]], dtype=float32)]","[array([[-0.08680333, -8.295756  ]], dtype=float32)]"
02091__00667.jpg,"[array([[2.0844886, 2.5132692, 0.       , 1.1157043]], dtype=float32)]","[array([[ 3.3641067, -6.0065   ]], dtype=float32)]"
02091__00570.jpg,"[array([[1.2387122 , 0.34695473, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.0635  , -1.427988]], dtype=float32)]"
02091__00828.jpg,"[array([[0.81292933, 2.4123306 , 0.        , 1.0764912 ]], dtype=float32)]","[array([[-0.08680333, -8.295756  ]], dtype=float32)]"
02091__00274.jpg,"[array([[1.1111875, 2.4643304, 0.       , 1.174388 ]], dtype=float32)]","[array([[ 2.2315576, -5.5767465]], dtype=float32)]"
02091__00615.jpg,"[array([[0.       , 2.4772418, 0.       , 1.269931 ]], dtype=float32)]","[array([[-0.98151225, -6.4280143 ]], dtype=float32)]"
02091__00163.jpg,"[array([[0.39894325, 1.8987781 , 0.        , 1.1391711 ]], dtype=float32)]","[array([[ 1.1590116, -7.434848 ]], dtype=float32)]"
02091__00502.jpg,"[array([[1.367872  , 1.0077465 , 0.        , 0.24324173]], dtype=float32)]","[array([[ 0.03534295, -2.531589  ]], dtype=float32)]"
02091__00047.jpg,"[array([[0.97275776, 2.362788  , 0.        , 0.98510027]], dtype=float32)]","[array([[ 2.2138033, -8.295756 ]], dtype=float32)]"
02091__00426.jpg,"[array([[1.7672807, 0.6173997, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.3641067, -1.427988 ]], dtype=float32)]"
02091__00854.jpg,"[array([[1.9361161 , 4.4839334 , 0.        , 0.83760184]], dtype=float32)]","[array([[  3.3641067, -10.585012 ]], dtype=float32)]"
02091__00381.jpg,"[array([[1.3861786, 3.2158768, 0.       , 1.0077071]], dtype=float32)]","[array([[ 2.7989705, -9.177293 ]], dtype=float32)]"
02091__00885.jpg,"[array([[1.1593007 , 2.8595119 , 0.        , 0.98441136]], dtype=float32)]","[array([[ 2.060475, -8.158518]], dtype=float32)]"
02091__00350.jpg,"[array([[0.9901995, 1.6454126, 0.       , 1.0705315]], dtype=float32)]","[array([[ 1.4669187, -1.6905   ]], dtype=float32)]"
02091__00096.jpg,"[array([[1.4959443 , 2.4427025 , 0.        , 0.75875175]], dtype=float32)]","[array([[ 2.060475, -8.158518]], dtype=float32)]"
02091__00731.jpg,"[array([[0.50900644, 4.0566115 , 0.        , 0.7677873 ]], dtype=float32)]","[array([[  1.4752239, -10.054551 ]], dtype=float32)]"
02091__00208.jpg,"[array([[1.2866604, 3.3211665, 0.       , 0.8718562]], dtype=float32)]","[array([[-0.08680333, -8.295756  ]], dtype=float32)]"
02091__00669.jpg,"[array([[0.57959545, 2.213056  , 0.        , 1.0289532 ]], dtype=float32)]","[array([[ 1.0635, -6.0065]], dtype=float32)]"
02091__00040.jpg,"[array([[1.6579722, 1.4266675, 0.       , 0.9388941]], dtype=float32)]","[array([[ 2.4019222, -4.436055 ]], dtype=float32)]"
02091__00386.jpg,"[array([[1.497544 , 3.2043068, 0.       , 0.9987846]], dtype=float32)]","[array([[ 2.7989705, -9.177293 ]], dtype=float32)]"
02091__00853.jpg,"[array([[2.142763  , 4.6017447 , 0.        , 0.91497266]], dtype=float32)]","[array([[  3.3641067, -10.585012 ]], dtype=float32)]"
02091__00421.jpg,"[array([[1.090862 , 0.7449789, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.3641067, -1.427988 ]], dtype=float32)]"
02091__00357.jpg,"[array([[0.9341973 , 0.60493326, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.1054044, -3.743794 ]], dtype=float32)]"
02091__00882.jpg,"[array([[1.3320473 , 2.9460266 , 0.        , 0.90276104]], dtype=float32)]","[array([[ 2.060475, -8.158518]], dtype=float32)]"
02091__00736.jpg,"[array([[0.5537091, 3.3131723, 0.       , 0.8191681]], dtype=float32)]","[array([[  1.4752239, -10.054551 ]], dtype=float32)]"
02091__00118.jpg,"[array([[0.       , 1.2327574, 0.       , 0.8923416]], dtype=float32)]","[array([[-0.04545369, -3.285781  ]], dtype=float32)]"
02091__00273.jpg,"[array([[1.7563492 , 1.8273113 , 0.        , 0.71281934]], dtype=float32)]","[array([[ 2.2315576, -5.5767465]], dtype=float32)]"
02091__00612.jpg,"[array([[0.626431 , 1.3559079, 0.       , 1.0107728]], dtype=float32)]","[array([[-0.98151225, -6.4280143 ]], dtype=float32)]"
02091__00164.jpg,"[array([[1.2002943, 3.2961726, 0.       , 0.9554099]], dtype=float32)]","[array([[ 0.78245497, -8.5200815 ]], dtype=float32)]"
02091__00505.jpg,"[array([[0.81857055, 1.5920527 , 0.        , 0.91503924]], dtype=float32)]","[array([[ 0.03534295, -2.531589  ]], dtype=float32)]"
02091__00703.jpg,"[array([[0.17628449, 3.0294628 , 0.        , 1.1518418 ]], dtype=float32)]","[array([[ 1.1590116, -7.434848 ]], dtype=float32)]"
02091__00362.jpg,"[array([[1.0323946, 1.3663495, 0.       , 0.5991988]], dtype=float32)]","[array([[ 1.1054044, -3.743794 ]], dtype=float32)]"
02091__00414.jpg,"[array([[0.9863867, 2.1444793, 0.       , 1.2707595]], dtype=float32)]","[array([[-1.2371067, -6.0065   ]], dtype=float32)]"
02091__00075.jpg,"[array([[0.32706398, 3.7795863 , 0.        , 0.9161975 ]], dtype=float32)]","[array([[ -1.2371067, -10.585012 ]], dtype=float32)]"
02091__00468.jpg,"[array([[1.0336583, 0.3322962, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.1054044, -3.743794 ]], dtype=float32)]"
02091__00009.jpg,"[array([[1.2370453, 1.7976365, 0.       , 0.9564526]], dtype=float32)]","[array([[ 1.0635, -6.0065]], dtype=float32)]"
02091__00530.jpg,"[array([[1.0200416, 2.4627404, 0.       , 1.0715698]], dtype=float32)]","[array([[ 0.78245497, -8.5200815 ]], dtype=float32)]"
02091__00627.jpg,"[array([[1.0476328 , 2.6458695 , 0.        , 0.92910796]], dtype=float32)]","[array([[ 0.8506103, -6.0757823]], dtype=float32)]"
02091__00180.jpg,"[array([[0.5730674 , 0.03882183, 0.        , 0.        ]], dtype=float32)]","[array([[  3.3641067, -10.585012 ]], dtype=float32)]"
02091__00246.jpg,"[array([[0.7992924, 2.8219523, 0.       , 0.9312403]], dtype=float32)]","[array([[-0.66135395, -7.430102  ]], dtype=float32)]"
02091__00778.jpg,"[array([[1.0974818, 1.1455082, 0.       , 0.8261373]], dtype=float32)]","[array([[ 1.3144443, -5.5447445]], dtype=float32)]"
02091__00319.jpg,"[array([[1.203937  , 2.9495175 , 0.        , 0.88821375]], dtype=float32)]","[array([[  1.0635  , -10.585012]], dtype=float32)]"
02091__00290.jpg,"[array([[0.63660586, 2.7097611 , 0.        , 0.8479439 ]], dtype=float32)]","[array([[-0.08680333, -3.717244  ]], dtype=float32)]"
02091__00156.jpg,"[array([[0.45714024, 2.9766197 , 0.        , 0.9494741 ]], dtype=float32)]","[array([[ 1.1590116, -7.434848 ]], dtype=float32)]"
02091__00187.jpg,"[array([[0.7337319, 3.9750519, 0.       , 0.7811415]], dtype=float32)]","[array([[  3.3641067, -10.585012 ]], dtype=float32)]"
02091__00620.jpg,"[array([[0.1708749, 1.7039572, 0.       , 1.104702 ]], dtype=float32)]","[array([[-0.98151225, -6.4280143 ]], dtype=float32)]"
02091__00241.jpg,"[array([[0.5136947, 2.130456 , 0.       , 1.115275 ]], dtype=float32)]","[array([[-0.66135395, -7.430102  ]], dtype=float32)]"
02091__00704.jpg,"[array([[0.1426561, 2.949112 , 0.       , 1.1207914]], dtype=float32)]","[array([[ 1.1590116, -7.434848 ]], dtype=float32)]"
02091__00365.jpg,"[array([[1.4498061 , 1.6311446 , 0.        , 0.87966186]], dtype=float32)]","[array([[ 1.1054044, -3.743794 ]], dtype=float32)]"
02091__00413.jpg,"[array([[0.       , 2.3283834, 0.       , 1.0952492]], dtype=float32)]","[array([[-1.2371067, -6.0065   ]], dtype=float32)]"
02091__00861.jpg,"[array([[1.924896 , 4.183966 , 0.       , 0.8177963]], dtype=float32)]","[array([[  3.3641067, -10.585012 ]], dtype=float32)]"
02091__00072.jpg,"[array([[1.8476634 , 0.13037059, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.9603345, -3.3583314]], dtype=float32)]"
02091__00776.jpg,"[array([[1.397144  , 1.0628667 , 0.        , 0.18166807]], dtype=float32)]","[array([[ 1.3144443, -5.5447445]], dtype=float32)]"
02091__00317.jpg,"[array([[0.9397192 , 2.8493645 , 0.        , 0.98929614]], dtype=float32)]","[array([[  1.0635  , -10.585012]], dtype=float32)]"
02091__00461.jpg,"[array([[1.2202897 , 1.6940973 , 0.        , 0.37244356]], dtype=float32)]","[array([[ 1.1054044, -3.743794 ]], dtype=float32)]"
02091__00813.jpg,"[array([[1.2435329, 2.7873607, 0.       , 0.9617981]], dtype=float32)]","[array([[ 2.7989705, -9.177293 ]], dtype=float32)]"
02091__00000.jpg,"[array([[0.97806066, 2.352425  , 0.        , 0.8893637 ]], dtype=float32)]","[array([[ 1.0635, -6.0065]], dtype=float32)]"
02091__00539.jpg,"[array([[1.4430501, 1.4698161, 0.       , 0.8252849]], dtype=float32)]","[array([[ 2.0198035, -5.1945076]], dtype=float32)]"
02091__00158.jpg,"[array([[0.5073956 , 2.2650256 , 0.        , 0.97944236]], dtype=float32)]","[array([[ 1.1590116, -7.434848 ]], dtype=float32)]"
02091__00189.jpg,"[array([[1.6539376, 4.0556107, 0.       , 0.7610978]], dtype=float32)]","[array([[  3.3641067, -10.585012 ]], dtype=float32)]"
02091__00545.jpg,"[array([[1.8301845 , 1.9703343 , 0.        , 0.87624407]], dtype=float32)]","[array([[ 2.0198035, -5.1945076]], dtype=float32)]"
02091__00683.jpg,"[array([[0.9424973, 1.6818689, 0.       , 1.060568 ]], dtype=float32)]","[array([[ 1.0635, -6.0065]], dtype=float32)]"
02091__00124.jpg,"[array([[0.78586096, 3.7129486 , 0.        , 0.80492073]], dtype=float32)]","[array([[  1.4752239, -10.054551 ]], dtype=float32)]"
02091__00652.jpg,"[array([[1.3320028, 3.427939 , 0.       , 0.8734035]], dtype=float32)]","[array([[  1.0635  , -10.585012]], dtype=float32)]"
02091__00233.jpg,"[array([[1.7254372, 1.7869028, 0.       , 0.9697673]], dtype=float32)]","[array([[ 3.3641067, -6.0065   ]], dtype=float32)]"
02091__00594.jpg,"[array([[0.89958715, 3.4608395 , 0.        , 0.9624516 ]], dtype=float32)]","[array([[ 2.2138033, -8.295756 ]], dtype=float32)]"
02091__00868.jpg,"[array([[1.169982  , 0.01473277, 0.        , 0.        ]], dtype=float32)]","[array([[ 3.3641067, -1.427988 ]], dtype=float32)]"
02091__00542.jpg,"[array([[1.8710908 , 1.8527329 , 0.        , 0.58668953]], dtype=float32)]","[array([[ 2.0198035, -5.1945076]], dtype=float32)]"
02091__00123.jpg,"[array([[0.6458632 , 3.2683957 , 0.        , 0.92601347]], dtype=float32)]","[array([[  1.4752239, -10.054551 ]], dtype=float32)]"
02091__00655.jpg,"[array([[1.9024465, 1.9297837, 0.       , 0.9333819]], dtype=float32)]","[array([[ 3.3641067, -6.0065   ]], dtype=float32)]"
02091__00593.jpg,"[array([[1.065023 , 3.6728022, 0.       , 0.9156625]], dtype=float32)]","[array([[ 2.2138033, -8.295756 ]], dtype=float32)]"
02091__00234.jpg,"[array([[1.738718 , 1.9106764, 0.       , 0.9715573]], dtype=float32)]","[array([[ 3.3641067, -6.0065   ]], dtype=float32)]"
02091__00771.jpg,"[array([[0.33584934, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[-1.2371067, -1.427988 ]], dtype=float32)]"
02091__00310.jpg,"[array([[1.3028948, 2.9458513, 0.       , 0.9353659]], dtype=float32)]","[array([[ 2.0198035, -5.1945076]], dtype=float32)]"
02091__00814.jpg,"[array([[1.2789823, 2.4592102, 0.       , 0.9426206]], dtype=float32)]","[array([[ 2.7989705, -9.177293 ]], dtype=float32)]"
02091__00466.jpg,"[array([[1.2609524, 0.5968278, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.1054044, -3.743794 ]], dtype=float32)]"
02091__00007.jpg,"[array([[1.3195623 , 1.4405414 , 0.        , 0.98826706]], dtype=float32)]","[array([[ 1.0635, -6.0065]], dtype=float32)]"
02091__00299.jpg,"[array([[1.2605066, 1.8340734, 0.       , 1.0170661]], dtype=float32)]","[array([[ 2.0198035, -5.1945076]], dtype=float32)]"
02091__00629.jpg,"[array([[1.4951499, 2.380033 , 0.       , 1.0295191]], dtype=float32)]","[array([[ 0.8506103, -6.0757823]], dtype=float32)]"
02091__00248.jpg,"[array([[0.634545 , 2.236339 , 0.       , 1.0467285]], dtype=float32)]","[array([[-0.66135395, -7.430102  ]], dtype=float32)]"
02091__00225.jpg,"[array([[1.8393939, 2.633095 , 0.       , 1.181772 ]], dtype=float32)]","[array([[ 3.3641067, -6.0065   ]], dtype=float32)]"
02091__00695.jpg,"[array([[0.57859  , 0.4057629, 0.       , 0.       ]], dtype=float32)]","[array([[-0.04545369, -3.285781  ]], dtype=float32)]"
02091__00132.jpg,"[array([[1.2702049, 2.903961 , 0.       , 0.9605593]], dtype=float32)]","[array([[  1.4752239, -10.054551 ]], dtype=float32)]"
02091__00879.jpg,"[array([[0.84920603, 4.064866  , 0.        , 0.7431966 ]], dtype=float32)]","[array([[ 2.060475, -8.158518]], dtype=float32)]"
02091__00638.jpg,"[array([[1.3593155, 2.4150581, 0.       , 1.0262145]], dtype=float32)]","[array([[ 0.8506103, -6.0757823]], dtype=float32)]"
02091__00259.jpg,"[array([[0.79301673, 0.6701638 , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.03534295, -2.531589  ]], dtype=float32)]"
02091__00288.jpg,"[array([[0.75934017, 2.4129953 , 0.        , 0.9567192 ]], dtype=float32)]","[array([[-0.08680333, -3.717244  ]], dtype=float32)]"
02091__00805.jpg,"[array([[1.2932165, 2.8777854, 0.       , 0.9305855]], dtype=float32)]","[array([[ 2.7989705, -9.177293 ]], dtype=float32)]"
02091__00016.jpg,"[array([[1.670341  , 0.49865654, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2138033, -3.717244 ]], dtype=float32)]"
02091__00760.jpg,"[array([[0.       , 0.5909486, 0.       , 0.       ]], dtype=float32)]","[array([[-1.2371067, -1.427988 ]], dtype=float32)]"
02091__00301.jpg,"[array([[0.49729642, 1.6426355 , 0.        , 0.8875298 ]], dtype=float32)]","[array([[ 2.0198035, -5.1945076]], dtype=float32)]"
02091__00198.jpg,"[array([[0.9192775, 2.6048334, 0.       , 0.9482746]], dtype=float32)]","[array([[-0.08680333, -8.295756  ]], dtype=float32)]"
02091__00528.jpg,"[array([[1.40179   , 2.5903208 , 0.        , 0.94338775]], dtype=float32)]","[array([[ 0.78245497, -8.5200815 ]], dtype=float32)]"
02091__00149.jpg,"[array([[1.1604676 , 0.53123087, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.0635  , -1.427988]], dtype=float32)]"
02091__00470.jpg,"[array([[0.8402494 , 0.92316353, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.1054044, -3.743794 ]], dtype=float32)]"
02091__00011.jpg,"[array([[0.9529198, 1.7048409, 0.       , 0.9900266]], dtype=float32)]","[array([[ 1.0635, -6.0065]], dtype=float32)]"
02091__00767.jpg,"[array([[0.5900909, 0.7031832, 0.       , 0.       ]], dtype=float32)]","[array([[-1.2371067, -1.427988 ]], dtype=float32)]"
02091__00306.jpg,"[array([[0.52316785, 3.190949  , 0.        , 1.0363667 ]], dtype=float32)]","[array([[ 2.0198035, -5.1945076]], dtype=float32)]"
02091__00643.jpg,"[array([[1.155742 , 3.3167005, 0.       , 0.8623219]], dtype=float32)]","[array([[  1.0635  , -10.585012]], dtype=float32)]"
02091__00585.jpg,"[array([[1.7500736, 2.8783875, 0.       , 1.0913093]], dtype=float32)]","[array([[ 2.2138033, -8.295756 ]], dtype=float32)]"
02091__00222.jpg,"[array([[1.5001997 , 2.1289036 , 0.        , 0.87171376]], dtype=float32)]","[array([[ 1.3144443, -5.5447445]], dtype=float32)]"
02091__00554.jpg,"[array([[1.2400612 , 1.3381777 , 0.        , 0.17975162]], dtype=float32)]","[array([[ 2.2138033, -3.717244 ]], dtype=float32)]"
02091__00135.jpg,"[array([[0.98286694, 0.22018617, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.0635  , -1.427988]], dtype=float32)]"
02091__00631.jpg,"[array([[1.373959 , 1.7337   , 0.       , 0.9834798]], dtype=float32)]","[array([[ 0.8506103, -6.0757823]], dtype=float32)]"
02091__00196.jpg,"[array([[0.8408295, 2.3627222, 0.       , 0.9945735]], dtype=float32)]","[array([[-0.08680333, -8.295756  ]], dtype=float32)]"
02091__00250.jpg,"[array([[0.46032947, 2.220701  , 0.        , 1.041913  ]], dtype=float32)]","[array([[-0.66135395, -7.430102  ]], dtype=float32)]"
02091__00281.jpg,"[array([[1.3339727 , 1.2769115 , 0.        , 0.35901552]], dtype=float32)]","[array([[ 2.2315576, -5.5767465]], dtype=float32)]"
02091__00526.jpg,"[array([[1.3836591 , 2.338686  , 0.        , 0.84634405]], dtype=float32)]","[array([[ 0.78245497, -8.5200815 ]], dtype=float32)]"
02091__00147.jpg,"[array([[0.9715114, 0.6640453, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.0635  , -1.427988]], dtype=float32)]"
02091__00769.jpg,"[array([[0.7415896 , 0.31003278, 0.        , 0.        ]], dtype=float32)]","[array([[-1.2371067, -1.427988 ]], dtype=float32)]"
02091__00308.jpg,"[array([[0.8163977, 3.3077495, 0.       , 0.9811604]], dtype=float32)]","[array([[ 2.0198035, -5.1945076]], dtype=float32)]"
02091__00870.jpg,"[array([[1.3598367, 0.2947047, 0.       , 0.       ]], dtype=float32)]","[array([[ 3.3641067, -1.427988 ]], dtype=float32)]"
02091__00063.jpg,"[array([[0.9246873, 1.1498698, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.9603345, -3.3583314]], dtype=float32)]"
02091__00715.jpg,"[array([[1.6242589, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.4669187, -1.6905   ]], dtype=float32)]"
02091__00374.jpg,"[array([[2.011355 , 2.3663764, 0.       , 1.2660328]], dtype=float32)]","[array([[ 2.7989705, -9.177293 ]], dtype=float32)]"
02091__00405.jpg,"[array([[0.5483008 , 1.5536323 , 0.        , 0.75447017]], dtype=float32)]","[array([[-1.2371067, -6.0065   ]], dtype=float32)]"
02091__00877.jpg,"[array([[1.4398348 , 3.2799554 , 0.        , 0.83786744]], dtype=float32)]","[array([[ 2.060475, -8.158518]], dtype=float32)]"
02091__00064.jpg,"[array([[0.95064545, 0.9374291 , 0.        , 0.        ]], dtype=float32)]","[array([[ 2.9603345, -3.3583314]], dtype=float32)]"
02091__00712.jpg,"[array([[0.74528104, 1.7825507 , 0.        , 1.0708624 ]], dtype=float32)]","[array([[ 1.1590116, -7.434848 ]], dtype=float32)]"
02091__00373.jpg,"[array([[1.6600043, 1.3323542, 0.       , 0.66433  ]], dtype=float32)]","[array([[ 2.7989705, -9.177293 ]], dtype=float32)]"
02091__00191.jpg,"[array([[1.6495953, 3.9081304, 0.       , 0.7951165]], dtype=float32)]","[array([[  3.3641067, -10.585012 ]], dtype=float32)]"
02091__00636.jpg,"[array([[1.450906 , 2.3072097, 0.       , 1.0146588]], dtype=float32)]","[array([[ 0.8506103, -6.0757823]], dtype=float32)]"
02091__00257.jpg,"[array([[0.4134887, 0.9415265, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.03534295, -2.531589  ]], dtype=float32)]"
02091__00521.jpg,"[array([[0.93787634, 2.6342394 , 0.        , 0.92404145]], dtype=float32)]","[array([[ 0.78245497, -8.5200815 ]], dtype=float32)]"
02091__00286.jpg,"[array([[0.6947217, 1.4274677, 0.       , 0.       ]], dtype=float32)]","[array([[-0.08680333, -3.717244  ]], dtype=float32)]"
02091__00140.jpg,"[array([[0.939523  , 1.4256165 , 0.        , 0.45913732]], dtype=float32)]","[array([[ 1.0635  , -1.427988]], dtype=float32)]"
02091__00479.jpg,"[array([[1.4235481, 1.4073514, 0.       , 0.5039052]], dtype=float32)]","[array([[ 2.2315576, -5.5767465]], dtype=float32)]"
02091__00018.jpg,"[array([[1.636006 , 0.8223355, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.2138033, -3.717244 ]], dtype=float32)]"
02091__00109.jpg,"[array([[0.90606505, 1.9660362 , 0.        , 0.97450006]], dtype=float32)]","[array([[-0.04545369, -3.285781  ]], dtype=float32)]"
02091__00568.jpg,"[array([[1.0989776 , 0.94608563, 0.        , 0.15346195]], dtype=float32)]","[array([[ 1.0635  , -1.427988]], dtype=float32)]"
02091__00346.jpg,"[array([[0.64931047, 1.9728974 , 0.        , 1.2820226 ]], dtype=float32)]","[array([[ 1.4669187, -1.6905   ]], dtype=float32)]"
02091__00080.jpg,"[array([[0.49377763, 2.3902097 , 0.        , 1.0407361 ]], dtype=float32)]","[array([[ -1.2371067, -10.585012 ]], dtype=float32)]"
02091__00727.jpg,"[array([[1.0758069, 0.8265026, 0.       , 0.0698242]], dtype=float32)]","[array([[ 1.4669187, -1.6905   ]], dtype=float32)]"
02091__00051.jpg,"[array([[1.0838199 , 1.9188719 , 0.        , 0.97686535]], dtype=float32)]","[array([[ 2.2138033, -8.295756 ]], dtype=float32)]"
02091__00842.jpg,"[array([[0.       , 2.1039972, 0.       , 1.3533261]], dtype=float32)]","[array([[-1.2371067, -6.0065   ]], dtype=float32)]"
02091__00397.jpg,"[array([[0.94687915, 3.233652  , 0.        , 0.94227856]], dtype=float32)]","[array([[ 0.8506103, -6.0757823]], dtype=float32)]"
02091__00175.jpg,"[array([[1.4344395, 3.9620757, 0.       , 0.8345088]], dtype=float32)]","[array([[ 0.78245497, -8.5200815 ]], dtype=float32)]"
02091__00514.jpg,"[array([[0.       , 1.7505084, 0.       , 1.3789983]], dtype=float32)]","[array([[-0.66135395, -7.430102  ]], dtype=float32)]"
02091__00262.jpg,"[array([[0.3885842, 1.7421194, 0.       , 1.1691391]], dtype=float32)]","[array([[ 0.03534295, -2.531589  ]], dtype=float32)]"
02091__00172.jpg,"[array([[1.3566576 , 3.9089537 , 0.        , 0.83690256]], dtype=float32)]","[array([[ 0.78245497, -8.5200815 ]], dtype=float32)]"
02091__00513.jpg,"[array([[0.4141762, 1.8589405, 0.       , 1.1742554]], dtype=float32)]","[array([[-0.66135395, -7.430102  ]], dtype=float32)]"
02091__00265.jpg,"[array([[0.8068788, 2.0136447, 0.       , 0.9868176]], dtype=float32)]","[array([[ 0.03534295, -2.531589  ]], dtype=float32)]"
02091__00604.jpg,"[array([[0.7171729, 1.6335039, 0.       , 1.0145026]], dtype=float32)]","[array([[-0.08680333, -3.717244  ]], dtype=float32)]"
02091__00839.jpg,"[array([[0.       , 2.1080587, 0.       , 1.2821709]], dtype=float32)]","[array([[-1.2371067, -6.0065   ]], dtype=float32)]"
02091__00219.jpg,"[array([[0.7488236, 2.1543477, 0.       , 1.0827652]], dtype=float32)]","[array([[ 1.3144443, -5.5447445]], dtype=float32)]"
02091__00678.jpg,"[array([[1.091293  , 1.1200843 , 0.        , 0.55253345]], dtype=float32)]","[array([[ 1.0635, -6.0065]], dtype=float32)]"
02091__00341.jpg,"[array([[0.        , 0.23184885, 0.        , 0.        ]], dtype=float32)]","[array([[-1.2371067, -1.427988 ]], dtype=float32)]"
02091__00087.jpg,"[array([[0.26516157, 3.4521961 , 0.        , 1.0207225 ]], dtype=float32)]","[array([[ -1.2371067, -10.585012 ]], dtype=float32)]"
02091__00056.jpg,"[array([[0.4974519, 3.6635048, 0.       , 0.96342  ]], dtype=float32)]","[array([[ 2.2138033, -8.295756 ]], dtype=float32)]"
