Image_ID,Penultimate_Output,GT_Value
02078__00337.jpg,"[array([[1.1728356 , 0.28294897, 0.        , 0.        ]], dtype=float32)]","[array([[-0.5365798, -3.0952547]], dtype=float32)]"
02078__00519.jpg,"[array([[1.4211385, 0.6201758, 0.       , 0.       ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
02078__00178.jpg,"[array([[1.883937  , 4.670552  , 0.        , 0.75384617]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00394.jpg,"[array([[1.760302  , 1.3430165 , 0.        , 0.27858838]], dtype=float32)]","[array([[ 0.8724924, -4.434781 ]], dtype=float32)]"
02078__00841.jpg,"[array([[0.8482497, 2.8899207, 0.       , 1.0128201]], dtype=float32)]","[array([[-0.0865  , -8.294756]], dtype=float32)]"
02078__00433.jpg,"[array([[0.59687996, 2.1266732 , 0.        , 0.97469527]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
02078__00052.jpg,"[array([[0.9000582 , 0.8647501 , 0.        , 0.13476591]], dtype=float32)]","[array([[-0.37731352, -3.3327048 ]], dtype=float32)]"
02078__00724.jpg,"[array([[1.5708698, 1.9187528, 0.       , 1.0008188]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02078__00083.jpg,"[array([[0.439995  , 0.35711235, 0.        , 0.        ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
02078__00345.jpg,"[array([[1.2556993, 3.8481286, 0.       , 0.7956378]], dtype=float32)]","[array([[-0.8732332, -8.419895 ]], dtype=float32)]"
02078__00890.jpg,"[array([[0.72456646, 4.2660766 , 0.        , 0.8100076 ]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02078__00919.jpg,"[array([[1.6203113 , 4.387411  , 0.        , 0.78797156]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02078__00758.jpg,"[array([[1.9266579, 2.398561 , 0.       , 1.0058935]], dtype=float32)]","[array([[ 1.630624, -7.024787]], dtype=float32)]"
02078__00600.jpg,"[array([[1.032781 , 3.7733107, 0.       , 0.7489441]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02078__00261.jpg,"[array([[0.54199815, 4.697551  , 0.        , 0.7075809 ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02078__00517.jpg,"[array([[1.5907874 , 0.78124577, 0.        , 0.        ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
02078__00176.jpg,"[array([[1.4482815, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00448.jpg,"[array([[1.84513   , 3.9047914 , 0.        , 0.95817375]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00029.jpg,"[array([[1.5378258 , 4.281095  , 0.        , 0.65388405]], dtype=float32)]","[array([[ 2.373273, -9.258414]], dtype=float32)]"
02078__00499.jpg,"[array([[1.7570533, 2.9111478, 0.       , 0.8216062]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00607.jpg,"[array([[1.7985814 , 2.8429391 , 0.        , 0.87832254]], dtype=float32)]","[array([[ 2.373273, -9.258414]], dtype=float32)]"
02078__00266.jpg,"[array([[0.3107583 , 4.944574  , 0.        , 0.72052234]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02078__00510.jpg,"[array([[1.6191514, 2.6828532, 0.       , 0.8954199]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00171.jpg,"[array([[1.337797 , 0.3738627, 0.       , 0.       ]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00434.jpg,"[array([[0.72257596, 2.0431278 , 0.        , 0.9248637 ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
02078__00846.jpg,"[array([[0.9886247, 3.3936334, 0.       , 0.802313 ]], dtype=float32)]","[array([[-0.0865  , -8.294756]], dtype=float32)]"
02078__00393.jpg,"[array([[1.7190473, 1.1783549, 0.       , 0.5836413]], dtype=float32)]","[array([[ 0.8724924, -4.434781 ]], dtype=float32)]"
02078__00055.jpg,"[array([[0.6415623 , 0.78241366, 0.        , 0.        ]], dtype=float32)]","[array([[-0.37731352, -3.3327048 ]], dtype=float32)]"
02078__00084.jpg,"[array([[2.5008154 , 0.45575246, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00723.jpg,"[array([[1.7294092, 2.0151973, 0.       , 0.995093 ]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02078__00897.jpg,"[array([[0.8976319 , 4.66498   , 0.        , 0.71407455]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02078__00342.jpg,"[array([[0.9860341 , 3.642239  , 0.        , 0.87551886]], dtype=float32)]","[array([[-0.8732332, -8.419895 ]], dtype=float32)]"
02078__00144.jpg,"[array([[0.69125617, 2.4344544 , 0.        , 1.1264021 ]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00282.jpg,"[array([[1.6197747, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
02078__00195.jpg,"[array([[1.1295089, 3.7374654, 0.       , 0.9322506]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00632.jpg,"[array([[1.0775676, 1.4314734, 0.       , 0.9150194]], dtype=float32)]","[array([[ 0.8724924, -4.434781 ]], dtype=float32)]"
02078__00377.jpg,"[array([[2.5961223, 2.1572697, 0.       , 0.8361758]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02078__00060.jpg,"[array([[0.68473893, 0.4495515 , 0.        , 0.        ]], dtype=float32)]","[array([[-0.37731352, -3.3327048 ]], dtype=float32)]"
02078__00401.jpg,"[array([[1.8362802 , 1.5314585 , 0.        , 0.68740773]], dtype=float32)]","[array([[ 0.8724924, -4.434781 ]], dtype=float32)]"
02078__00873.jpg,"[array([[0.37949297, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02078__00138.jpg,"[array([[1.5664817, 2.7808468, 0.       , 0.8895022]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00588.jpg,"[array([[0.85541004, 3.6942747 , 0.        , 0.8095436 ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02078__00370.jpg,"[array([[0.95676845, 3.0358336 , 0.        , 1.0922148 ]], dtype=float32)]","[array([[-0.0865  , -8.294756]], dtype=float32)]"
02078__00711.jpg,"[array([[1.2864546, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
02078__00067.jpg,"[array([[0.77731425, 1.4805366 , 0.        , 1.0834961 ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
02078__00874.jpg,"[array([[0.3505745, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02078__00406.jpg,"[array([[1.7240231 , 1.294611  , 0.        , 0.76680005]], dtype=float32)]","[array([[ 0.8724924, -4.434781 ]], dtype=float32)]"
02078__00698.jpg,"[array([[1.915073 , 1.0735276, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00228.jpg,"[array([[1.5138739, 4.188476 , 0.       , 0.7285807]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02078__00649.jpg,"[array([[1.566983  , 1.2660866 , 0.        , 0.61883026]], dtype=float32)]","[array([[ 1.6449947, -9.439509 ]], dtype=float32)]"
02078__00143.jpg,"[array([[1.4344002 , 2.5197437 , 0.        , 0.84441257]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00285.jpg,"[array([[1.4344676 , 0.17082892, 0.        , 0.        ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
02078__00522.jpg,"[array([[1.4216117, 1.0063405, 0.       , 0.       ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
02078__00254.jpg,"[array([[1.9477218, 0.5038185, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.8348715, -3.3449116]], dtype=float32)]"
02078__00635.jpg,"[array([[1.5774488, 1.432319 , 0.       , 1.2125582]], dtype=float32)]","[array([[ 0.8724924, -4.434781 ]], dtype=float32)]"
02078__00192.jpg,"[array([[1.3248152 , 3.9664273 , 0.        , 0.81385857]], dtype=float32)]","[array([[ 0.92604494, -9.559612  ]], dtype=float32)]"
02078__00069.jpg,"[array([[0.81817645, 0.983485  , 0.        , 0.6711118 ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
02078__00408.jpg,"[array([[1.787507 , 1.1649705, 0.       , 0.8040499]], dtype=float32)]","[array([[ 0.8724924, -4.434781 ]], dtype=float32)]"
02078__00131.jpg,"[array([[1.9908099, 1.8766341, 0.       , 0.9938568]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00696.jpg,"[array([[2.080275  , 0.96781194, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00550.jpg,"[array([[2.0407207, 2.8044286, 0.       , 0.8801189]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02078__00922.jpg,"[array([[1.5262663 , 4.030413  , 0.        , 0.84923875]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02078__00581.jpg,"[array([[1.5513159, 1.5301918, 0.       , 1.1379124]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00226.jpg,"[array([[1.875166  , 4.2703547 , 0.        , 0.79651237]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02078__00647.jpg,"[array([[1.1147064, 1.9644182, 0.       , 0.7712386]], dtype=float32)]","[array([[ 1.6449947, -9.439509 ]], dtype=float32)]"
02078__00302.jpg,"[array([[2.5212793, 4.391264 , 0.       , 0.8256949]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02078__00015.jpg,"[array([[0.7571395, 2.5606873, 0.       , 1.2319512]], dtype=float32)]","[array([[ 2.2145  , -8.294756]], dtype=float32)]"
02078__00474.jpg,"[array([[1.0183448 , 0.40840912, 0.        , 0.        ]], dtype=float32)]","[array([[-0.37731352, -3.3327048 ]], dtype=float32)]"
02078__00305.jpg,"[array([[2.2217805, 3.8741527, 0.       , 0.9130319]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02078__00012.jpg,"[array([[1.9163324 , 3.054252  , 0.        , 0.99263835]], dtype=float32)]","[array([[ 2.2145  , -8.294756]], dtype=float32)]"
02078__00473.jpg,"[array([[0.9346363 , 0.77591085, 0.        , 0.        ]], dtype=float32)]","[array([[-0.37731352, -3.3327048 ]], dtype=float32)]"
02078__00379.jpg,"[array([[2.5435114 , 1.6280991 , 0.        , 0.94709736]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02078__00718.jpg,"[array([[1.6378801, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
02078__00691.jpg,"[array([[1.7438759, 0.5592523, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00136.jpg,"[array([[1.8345942, 2.8077707, 0.       , 0.8793038]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00557.jpg,"[array([[2.4351604, 1.5512941, 0.       , 0.5954083]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02078__00221.jpg,"[array([[1.9204019 , 3.8181758 , 0.        , 0.83824843]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02078__00586.jpg,"[array([[1.483946  , 4.0162473 , 0.        , 0.72636676]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02078__00640.jpg,"[array([[1.5734277, 1.1605036, 0.       , 0.4952987]], dtype=float32)]","[array([[ 1.6449947, -9.439509 ]], dtype=float32)]"
02078__00003.jpg,"[array([[2.0713549 , 3.1717916 , 0.        , 0.89971733]], dtype=float32)]","[array([[ 2.2145  , -8.294756]], dtype=float32)]"
02078__00462.jpg,"[array([[1.9708369 , 4.2188644 , 0.        , 0.74368024]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00314.jpg,"[array([[2.547582, 0.      , 0.      , 0.      ]], dtype=float32)]","[array([[ 3.365   , -1.426988]], dtype=float32)]"
02078__00775.jpg,"[array([[0.9186755 , 3.416985  , 0.        , 0.79547834]], dtype=float32)]","[array([[-0.10420535, -8.624141  ]], dtype=float32)]"
02078__00597.jpg,"[array([[1.1665273, 4.429954 , 0.       , 0.7365639]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02078__00230.jpg,"[array([[1.5051749 , 4.501233  , 0.        , 0.71302915]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02078__00651.jpg,"[array([[1.6697499, 2.2637706, 0.       , 0.9308131]], dtype=float32)]","[array([[ 1.6449947, -9.439509 ]], dtype=float32)]"
02078__00127.jpg,"[array([[2.013566 , 2.104199 , 0.       , 1.0233763]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00680.jpg,"[array([[2.3439703 , 0.33377928, 0.        , 0.        ]], dtype=float32)]","[array([[ 3.365   , -1.426988]], dtype=float32)]"
02078__00546.jpg,"[array([[0.9175252, 0.6083043, 0.       , 0.       ]], dtype=float32)]","[array([[-0.5365798, -3.0952547]], dtype=float32)]"
02078__00368.jpg,"[array([[1.0424621 , 3.3414092 , 0.        , 0.97835135]], dtype=float32)]","[array([[-0.0865  , -8.294756]], dtype=float32)]"
02078__00709.jpg,"[array([[1.5131807, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
02078__00237.jpg,"[array([[1.7827126, 3.967083 , 0.       , 0.7323374]], dtype=float32)]","[array([[  1.064   , -10.584012]], dtype=float32)]"
02078__00590.jpg,"[array([[0.82565266, 4.1692634 , 0.        , 0.7749792 ]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02078__00656.jpg,"[array([[0.80140185, 2.9851248 , 0.        , 0.89238936]], dtype=float32)]","[array([[ 0.18362243, -7.439999  ]], dtype=float32)]"
02078__00687.jpg,"[array([[2.491985, 0.333047, 0.      , 0.      ]], dtype=float32)]","[array([[ 3.365   , -1.426988]], dtype=float32)]"
02078__00120.jpg,"[array([[1.9817815, 1.7365905, 0.       , 1.1527089]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00541.jpg,"[array([[1.0160406, 0.6776719, 0.       , 0.       ]], dtype=float32)]","[array([[-0.5365798, -3.0952547]], dtype=float32)]"
02078__00078.jpg,"[array([[0.5453472, 0.6086557, 0.       , 0.       ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
02078__00419.jpg,"[array([[2.2130466, 2.4824042, 0.       , 1.1029867]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00004.jpg,"[array([[1.9434593 , 3.1670582 , 0.        , 0.90948105]], dtype=float32)]","[array([[ 2.2145  , -8.294756]], dtype=float32)]"
02078__00465.jpg,"[array([[1.2798474 , 0.58026767, 0.        , 0.        ]], dtype=float32)]","[array([[-0.37731352, -3.3327048 ]], dtype=float32)]"
02078__00313.jpg,"[array([[0.5046006, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02078__00239.jpg,"[array([[1.5291792, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.8348715, -3.3449116]], dtype=float32)]"
02078__00658.jpg,"[array([[0.84410065, 3.3341703 , 0.        , 0.817679  ]], dtype=float32)]","[array([[ 0.18362243, -7.439999  ]], dtype=float32)]"
02078__00689.jpg,"[array([[2.008677  , 0.86359644, 0.        , 0.01866918]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00076.jpg,"[array([[0.73090315, 0.64745903, 0.        , 0.        ]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
02078__00865.jpg,"[array([[2.371122 , 2.3062124, 0.       , 1.043756 ]], dtype=float32)]","[array([[ 3.3271143, -6.8707294]], dtype=float32)]"
02078__00700.jpg,"[array([[1.9979725, 0.7569916, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00245.jpg,"[array([[1.9721437, 1.3970982, 0.       , 0.6540621]], dtype=float32)]","[array([[ 1.8348715, -3.3449116]], dtype=float32)]"
02078__00183.jpg,"[array([[1.8817679, 4.1580467, 0.       , 0.8242347]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00624.jpg,"[array([[1.1081022, 0.8040387, 0.       , 0.       ]], dtype=float32)]","[array([[ 0.8724924, -4.434781 ]], dtype=float32)]"
02078__00152.jpg,"[array([[1.2732539 , 1.3103901 , 0.        , 0.67433715]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00533.jpg,"[array([[1.1517363 , 0.48499086, 0.        , 0.        ]], dtype=float32)]","[array([[-0.5365798, -3.0952547]], dtype=float32)]"
02078__00294.jpg,"[array([[1.8904326, 2.7881374, 0.       , 0.9796339]], dtype=float32)]","[array([[ 3.3271143, -6.8707294]], dtype=float32)]"
02078__00242.jpg,"[array([[1.6255904, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.8348715, -3.3449116]], dtype=float32)]"
02078__00623.jpg,"[array([[1.02568  , 0.9479046, 0.       , 0.3552209]], dtype=float32)]","[array([[ 0.8724924, -4.434781 ]], dtype=float32)]"
02078__00184.jpg,"[array([[1.9991455, 4.1359363, 0.       , 0.7603905]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00155.jpg,"[array([[0.6948244, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00293.jpg,"[array([[1.6740164, 2.4099023, 0.       , 0.9290307]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02078__00534.jpg,"[array([[0.92562217, 0.37645555, 0.        , 0.        ]], dtype=float32)]","[array([[-0.5365798, -3.0952547]], dtype=float32)]"
02078__00599.jpg,"[array([[1.1917318 , 3.8454213 , 0.        , 0.78595763]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
02078__00129.jpg,"[array([[2.062095 , 1.9900773, 0.       , 1.0924929]], dtype=float32)]","[array([[ 2.2033582, -6.499417 ]], dtype=float32)]"
02078__00548.jpg,"[array([[1.0813324, 0.7073738, 0.       , 0.       ]], dtype=float32)]","[array([[-0.5365798, -3.0952547]], dtype=float32)]"
02078__00071.jpg,"[array([[0.6047535 , 0.8950456 , 0.        , 0.46715128]], dtype=float32)]","[array([[-0.0865  , -3.716244]], dtype=float32)]"
02078__00862.jpg,"[array([[2.3314881, 2.5750158, 0.       , 1.0248098]], dtype=float32)]","[array([[ 3.3271143, -6.8707294]], dtype=float32)]"
02078__00410.jpg,"[array([[2.2549052, 2.5699127, 0.       , 1.0336818]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00707.jpg,"[array([[1.5163347, 1.2045199, 0.       , 0.       ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
02078__00501.jpg,"[array([[1.8174587, 2.3657322, 0.       , 0.9646689]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00160.jpg,"[array([[0.798454, 0.      , 0.      , 0.      ]], dtype=float32)]","[array([[ 0.03140728, -5.9588304 ]], dtype=float32)]"
02078__00616.jpg,"[array([[2.0357661 , 3.510415  , 0.        , 0.91351753]], dtype=float32)]","[array([[ 2.373273, -9.258414]], dtype=float32)]"
02078__00277.jpg,"[array([[1.5666437, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[ 1.064   , -1.426988]], dtype=float32)]"
02078__00488.jpg,"[array([[1.9998708 , 4.000609  , 0.        , 0.89869314]], dtype=float32)]","[array([[ 2.2145  , -8.294756]], dtype=float32)]"
02078__00459.jpg,"[array([[1.077917 , 4.4264092, 0.       , 0.7184181]], dtype=float32)]","[array([[  1.6516391, -10.521687 ]], dtype=float32)]"
02078__00038.jpg,"[array([[0.6985945, 1.9508678, 0.       , 0.9464346]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
02078__00732.jpg,"[array([[1.4669591 , 1.3931589 , 0.        , 0.99028826]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02078__00095.jpg,"[array([[1.4012764, 0.4433314, 0.       , 0.       ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00353.jpg,"[array([[0.73717   , 3.4637678 , 0.        , 0.86908585]], dtype=float32)]","[array([[-0.8732332, -8.419895 ]], dtype=float32)]"
02078__00886.jpg,"[array([[0.6652494, 0.       , 0.       , 0.       ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02078__00382.jpg,"[array([[2.4279964 , 1.6373925 , 0.        , 0.67433435]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02078__00857.jpg,"[array([[2.4379215, 2.7347937, 0.       , 1.044303 ]], dtype=float32)]","[array([[ 3.3271143, -6.8707294]], dtype=float32)]"
02078__00425.jpg,"[array([[2.4820898 , 2.8691006 , 0.        , 0.98841757]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00044.jpg,"[array([[0.24265195, 1.7446901 , 0.        , 1.120759  ]], dtype=float32)]","[array([[-1.237 , -6.0055]], dtype=float32)]"
02078__00908.jpg,"[array([[0.7212515, 3.381209 , 0.       , 1.1471713]], dtype=float32)]","[array([[  3.365   , -10.584012]], dtype=float32)]"
02078__00092.jpg,"[array([[1.421331  , 0.77682865, 0.        , 0.        ]], dtype=float32)]","[array([[ 2.2145  , -3.716244]], dtype=float32)]"
02078__00735.jpg,"[array([[1.5533029, 1.8003354, 0.       , 1.0808473]], dtype=float32)]","[array([[ 1.064 , -6.0055]], dtype=float32)]"
02078__00881.jpg,"[array([[0.63803935, 0.01186311, 0.        , 0.        ]], dtype=float32)]","[array([[-1.237   , -1.426988]], dtype=float32)]"
02078__00354.jpg,"[array([[0.9242171, 3.6495562, 0.       , 0.8048951]], dtype=float32)]","[array([[-0.8732332, -8.419895 ]], dtype=float32)]"
02078__00422.jpg,"[array([[2.0547266, 3.2983682, 0.       , 0.8211014]], dtype=float32)]","[array([[ 2.9814525, -7.3531337]], dtype=float32)]"
02078__00850.jpg,"[array([[0.74289143, 3.4380293 , 0.        , 0.85084903]], dtype=float32)]","[array([[-0.0865  , -8.294756]], dtype=float32)]"
02078__00385.jpg,"[array([[2.4776447, 1.6275256, 0.       , 0.9133168]], dtype=float32)]","[array([[ 3.365 , -6.0055]], dtype=float32)]"
02078__00506.jpg,"[array([[1.6387081 , 2.9694934 , 0.        , 0.82787114]], dtype=float32)]","[array([[ 0.83287513, -7.0117173 ]], dtype=float32)]"
02078__00270.jpg,"[array([[0.5746449, 4.6970053, 0.       , 0.7304488]], dtype=float32)]","[array([[ -1.237   , -10.584012]], dtype=float32)]"
