Image_ID,Penultimate_Output,GT_Value
03183__00249.jpg,"[array([[0.46462134, 0.38562444, 0.3219168 , 0.        ]], dtype=float32)]","[array([[ 1.3863043, -6.4302135]], dtype=float32)]"
03183__00770.jpg,"[array([[0.6770193 , 1.1343495 , 0.7554412 , 0.01909747]], dtype=float32)]","[array([[ 1.3863043, -6.4302135]], dtype=float32)]"
03183__00311.jpg,"[array([[0.72875875, 0.54652405, 0.50370234, 0.        ]], dtype=float32)]","[array([[ 0.55717224, -3.3685024 ]], dtype=float32)]"
03183__00467.jpg,"[array([[0.61656827, 0.97245175, 0.50918025, 0.        ]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00815.jpg,"[array([[0.65663606, 0.8457528 , 0.5419313 , 0.        ]], dtype=float32)]","[array([[ 0.8953586, -1.9161259]], dtype=float32)]"
03183__00006.jpg,"[array([[0.13024135, 0.66479653, 0.2045214 , 0.        ]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
03183__00538.jpg,"[array([[0.8814054, 2.0095475, 0.5655375, 0.838716 ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00159.jpg,"[array([[0.5721537, 0.9587882, 0.4515755, 0.       ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00188.jpg,"[array([[0.677682  , 1.213502  , 0.6405637 , 0.17745543]], dtype=float32)]","[array([[ 0.14472593, -7.1324153 ]], dtype=float32)]"
03183__00777.jpg,"[array([[0.6641245, 1.9383326, 0.5930539, 0.8948223]], dtype=float32)]","[array([[ 1.3863043, -6.4302135]], dtype=float32)]"
03183__00316.jpg,"[array([[0.7734636 , 0.7818149 , 0.57415974, 0.        ]], dtype=float32)]","[array([[ 0.55717224, -3.3685024 ]], dtype=float32)]"
03183__00812.jpg,"[array([[0.33272436, 1.3827261 , 0.3764611 , 0.2825612 ]], dtype=float32)]","[array([[-1.9145887, -3.8693588]], dtype=float32)]"
03183__00460.jpg,"[array([[0.60952973, 0.7053611 , 0.5655736 , 0.        ]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00001.jpg,"[array([[0.29120472, 0.48865572, 0.14658272, 0.        ]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
03183__00544.jpg,"[array([[0.56663287, 2.474886  , 0.9395155 , 0.8490135 ]], dtype=float32)]","[array([[ 0.      , -9.467451]], dtype=float32)]"
03183__00682.jpg,"[array([[0.65959316, 0.        , 0.        , 0.        ]], dtype=float32)]","[array([[ 0.       , -1.7015493]], dtype=float32)]"
03183__00125.jpg,"[array([[0.5059925 , 1.8961735 , 0.35905576, 0.67148966]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00653.jpg,"[array([[0.37024513, 2.3389313 , 0.42721757, 0.94082963]], dtype=float32)]","[array([[ 0.14472593, -7.1324153 ]], dtype=float32)]"
03183__00232.jpg,"[array([[0.22283566, 1.3242912 , 0.2858045 , 0.        ]], dtype=float32)]","[array([[-0.675011, -3.332063]], dtype=float32)]"
03183__00595.jpg,"[array([[1.0275918 , 0.13665695, 0.1369543 , 0.        ]], dtype=float32)]","[array([[ 0.47589442, -3.0465467 ]], dtype=float32)]"
03183__00536.jpg,"[array([[0.8738276 , 1.2384963 , 0.6356449 , 0.24251348]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00291.jpg,"[array([[0.6221159 , 0.59028333, 0.37576008, 0.        ]], dtype=float32)]","[array([[-1.0515524, -3.9415278]], dtype=float32)]"
03183__00157.jpg,"[array([[1.0110846 , 0.45619646, 0.23881145, 0.        ]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00186.jpg,"[array([[0.60738474, 1.5922862 , 0.53977174, 0.39794663]], dtype=float32)]","[array([[ 0.14472593, -7.1324153 ]], dtype=float32)]"
03183__00621.jpg,"[array([[0.92880464, 0.        , 0.05270578, 0.        ]], dtype=float32)]","[array([[ 1.93875  , -1.7015493]], dtype=float32)]"
03183__00240.jpg,"[array([[0.37942985, 1.072309  , 0.62578154, 0.12458599]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
03183__00779.jpg,"[array([[0.6321931 , 2.217328  , 0.7282685 , 0.98039603]], dtype=float32)]","[array([[ 1.3863043, -6.4302135]], dtype=float32)]"
03183__00318.jpg,"[array([[0.8661523, 0.3482694, 0.4099219, 0.       ]], dtype=float32)]","[array([[ 0.55717224, -3.3685024 ]], dtype=float32)]"
03183__00705.jpg,"[array([[0.7723487 , 1.8890537 , 0.73424757, 0.85335195]], dtype=float32)]","[array([[ 1.7686625, -8.732562 ]], dtype=float32)]"
03183__00364.jpg,"[array([[1.1402403, 1.8588287, 0.6667789, 0.8135028]], dtype=float32)]","[array([[ 1.93875, -5.5845 ]], dtype=float32)]"
03183__00860.jpg,"[array([[0.5657353 , 0.5987768 , 0.38577557, 0.        ]], dtype=float32)]","[array([[-0.675011, -3.332063]], dtype=float32)]"
03183__00412.jpg,"[array([[0.32455257, 1.4166168 , 0.5444326 , 0.46489695]], dtype=float32)]","[array([[-1.9145887, -3.8693588]], dtype=float32)]"
03183__00073.jpg,"[array([[0.5469387 , 0.68764144, 0.5547718 , 0.        ]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00702.jpg,"[array([[0.7713706 , 2.32453   , 0.57779205, 1.0160259 ]], dtype=float32)]","[array([[ 1.7686625, -8.732562 ]], dtype=float32)]"
03183__00363.jpg,"[array([[1.021801 , 1.4333037, 0.8300043, 0.6474526]], dtype=float32)]","[array([[ 1.93875, -5.5845 ]], dtype=float32)]"
03183__00415.jpg,"[array([[0.3210926 , 0.63886565, 0.26432425, 0.        ]], dtype=float32)]","[array([[-1.9145887, -3.8693588]], dtype=float32)]"
03183__00867.jpg,"[array([[0.44851577, 0.08839333, 0.16126543, 0.        ]], dtype=float32)]","[array([[-0.675011, -3.332063]], dtype=float32)]"
03183__00074.jpg,"[array([[0.446417  , 0.95117897, 0.5601512 , 0.        ]], dtype=float32)]","[array([[-0.43623254, -3.8506503 ]], dtype=float32)]"
03183__00296.jpg,"[array([[0.12563804, 2.8341172 , 0.4815425 , 0.7708407 ]], dtype=float32)]","[array([[-1.93875 , -9.467451]], dtype=float32)]"
03183__00531.jpg,"[array([[0.6001804 , 1.4377071 , 0.72919476, 0.48476836]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00150.jpg,"[array([[1.3637012, 1.121887 , 0.5752625, 0.       ]], dtype=float32)]","[array([[ 1.7092862, -2.9548507]], dtype=float32)]"
03183__00626.jpg,"[array([[1.2209033 , 0.15454818, 0.13091625, 0.        ]], dtype=float32)]","[array([[ 1.93875  , -1.7015493]], dtype=float32)]"
03183__00181.jpg,"[array([[0.3368935 , 2.051882  , 0.40122852, 1.019429  ]], dtype=float32)]","[array([[ 0.14472593, -7.1324153 ]], dtype=float32)]"
03183__00247.jpg,"[array([[0.14003278, 1.5477048 , 0.20848371, 0.2593877 ]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
03183__00469.jpg,"[array([[0.8663203 , 1.9697344 , 0.69779795, 1.1036574 ]], dtype=float32)]","[array([[ 1.8642656, -8.756939 ]], dtype=float32)]"
03183__00008.jpg,"[array([[0.01359978, 1.1254395 , 0.12057122, 0.        ]], dtype=float32)]","[array([[-1.93875  , -1.7015493]], dtype=float32)]"
03183__00119.jpg,"[array([[0.5351172, 1.0399165, 0.547107 , 0.       ]], dtype=float32)]","[array([[ 0.969375, -7.525975]], dtype=float32)]"
03183__00578.jpg,"[array([[0.998807 , 1.8285805, 0.7955787, 0.8741069]], dtype=float32)]","[array([[ 1.93875 , -9.467451]], dtype=float32)]"
03183__00041.jpg,"[array([[0.6270224 , 1.2304279 , 0.66172224, 0.37109903]], dtype=float32)]","[array([[ 0.6581997, -3.758385 ]], dtype=float32)]"
03183__00387.jpg,"[array([[1.010677  , 1.1655563 , 0.81584954, 0.00945858]], dtype=float32)]","[array([[ 1.0453461, -4.05227  ]], dtype=float32)]"
03183__00420.jpg,"[array([[0.20806397, 0.53891915, 0.3107445 , 0.        ]], dtype=float32)]","[array([[-1.9145887, -3.8693588]], dtype=float32)]"
03183__00852.jpg,"[array([[0.3136931 , 1.7471501 , 0.33581564, 0.47935468]], dtype=float32)]","[array([[-1.93875, -5.5845 ]], dtype=float32)]"
